Secretaria de Atenção Primária à Saúde - SAPS/MS 
Dados sujeitos à alteração 
---Descrição dos Filtros Utilizados---
Data Ultima Carga: 24/03/2025
"Competência: DEZ/2024, NOV/2024, OUT/2024, SET/2024, AGO/2024, JUL/2024, JUN/2024, MAI/2024, ABR/2024, MAR/2024, FEV/2024, JAN/2024."
Estado: RS.
Indicador: Gestantes com o primeiro atendimento de pré-natal.
Nível: Municipio.


Competência;Uf;Ibge;Municipio;Total Gestantes;
202412;RS;430840;FORMIGUEIRO;1;
202405;RS;430520;CERRO LARGO;4;
202412;RS;430330;CAIBATÉ;5;
202412;RS;431237;MONTE ALEGRE DOS CAMPOS;3;
202412;RS;430512;CERRITO;2;
202412;RS;431670;SANTA BÁRBARA DO SUL;7;
202412;RS;432320;VICTOR GRAEFF;1;
202412;RS;431848;SÃO JOSÉ DO HORTÊNCIO;1;
202412;RS;431975;SÃO VENDELINO;1;
202411;RS;432290;VIADUTOS;1;
202411;RS;430260;BRAGA;3;
202411;RS;432232;TURUÇU;3;
202409;RS;430005;ÁGUA SANTA;4;
202408;RS;431075;IVORÁ;2;
202408;RS;432370;VISTA GAÚCHA;2;
202407;RS;431973;SÃO VALÉRIO DO SUL;2;
202407;RS;430550;CIRÍACO;2;
202407;RS;430512;CERRITO;2;
202411;RS;430607;CRISTAL DO SUL;1;
202412;RS;431127;LAGOA DOS TRÊS CANTOS;3;
202411;RS;432215;TUNAS;4;
202412;RS;430740;ESMERALDA;2;
202412;RS;432183;TRÊS FORQUILHAS;3;
202412;RS;431342;NOVO MACHADO;2;
202412;RS;431520;PUTINGA;2;
202412;RS;431087;JACUIZINHO;1;
202412;RS;431036;IMIGRANTE;1;
202411;RS;430380;CAMPINAS DO SUL;3;
202410;RS;431303;NOVA ESPERANÇA DO SUL;3;
202410;RS;431217;MATO QUEIMADO;3;
202408;RS;431971;SÃO VALENTIM DO SUL;1;
202408;RS;432023;SEDE NOVA;1;
202410;RS;430355;CAMARGO;2;
202411;RS;431210;MATA;3;
202410;RS;431175;MANOEL VIANA;5;
202410;RS;431700;SANTANA DA BOA VISTA;5;
202410;RS;430250;BOSSOROCA;2;
202404;RS;432254;VALE REAL;2;
202404;RS;432032;SENADOR SALGADO FILHO;1;
202404;RS;431915;SÃO MIGUEL DAS MISSÕES;5;
202412;RS;431173;MAMPITUBA;3;
202412;RS;431643;SALDANHA MARINHO;1;
202405;RS;431420;PEDRO OSÓRIO;3;
202405;RS;431043;IPÊ;1;
202405;RS;432132;TAQUARUÇU DO SUL;2;
202406;RS;430915;GRAMADO XAVIER;2;
202401;RS;431300;NOVA BRÉSCIA;2;
202401;RS;430587;CORONEL BARROS;1;
202411;RS;431846;SÃO JOSÉ DO HERVAL;4;
202411;RS;430825;FLORIANO PEIXOTO;1;
202411;RS;430205;BENJAMIN CONSTANT DO SUL;2;
202411;RS;431000;IBIRUBÁ;14;
202411;RS;430957;HERVEIRAS;2;
202411;RS;430583;COQUEIRO BAIXO;1;
202411;RS;432340;VILA MARIA;2;
202406;RS;431030;ILÓPOLIS;2;
202406;RS;430755;ESTAÇÃO;1;
202406;RS;430500;CATUÍPE;4;
202411;RS;430222;BOA VISTA DO CADEADO;1;
202411;RS;432132;TAQUARUÇU DO SUL;2;
202411;RS;432360;VISTA ALEGRE DO PRATA;1;
202409;RS;431550;RESTINGA SECA;6;
202403;RS;430980;IBIAÇÁ;1;
202412;RS;431935;SÃO PEDRO DA SERRA;2;
202412;RS;430066;ANDRÉ DA ROCHA;1;
202410;RS;431300;NOVA BRÉSCIA;1;
202410;RS;430843;FORQUETINHA;1;
202405;RS;430845;FORTALEZA DOS VALOS;4;
202405;RS;430465;CAPÃO DO CIPÓ;4;
202405;RS;431225;MINAS DO LEÃO;4;
202403;RS;431507;PORTO VERA CRUZ;2;
202403;RS;430597;COXILHA;1;
202409;RS;430237;BOM PROGRESSO;5;
202409;RS;431267;NICOLAU VERGUEIRO;1;
202412;RS;430513;CERRO BRANCO;2;
202404;RS;431540;REDENTORA;4;
202402;RS;431173;MAMPITUBA;2;
202405;RS;430185;BARRA DO GUARITA;3;
202412;RS;430880;GENERAL CÂMARA;2;
202406;RS;432310;VICENTE DUTRA;5;
202406;RS;431447;PINHAL GRANDE;4;
202406;RS;431342;NOVO MACHADO;1;
202406;RS;430570;CONDOR;5;
202401;RS;432377;WESTFALIA;1;
202401;RS;430607;CRISTAL DO SUL;1;
202401;RS;430205;BENJAMIN CONSTANT DO SUL;2;
202405;RS;430085;ARAMBARÉ;2;
202407;RS;431349;NOVO BARREIRO;1;
202402;RS;432345;VILA NOVA DO SUL;2;
202402;RS;431057;ITAPUCA;1;
202411;RS;430185;BARRA DO GUARITA;2;
202411;RS;430045;ALEGRIA;4;
202411;RS;430670;DONA FRANCISCA;3;
202412;RS;431531;QUATRO IRMÃOS;1;
202411;RS;431127;LAGOA DOS TRÊS CANTOS;1;
202410;RS;430170;BARÃO DE COTEGIPE;1;
202410;RS;432032;SENADOR SALGADO FILHO;2;
202408;RS;431339;NOVO CABRAIS;2;
202407;RS;431395;PANTANO GRANDE;2;
202411;RS;430265;BROCHIER;1;
202405;RS;430710;HERVAL;3;
202405;RS;430544;CHUVISCA;3;
202405;RS;430355;CAMARGO;1;
202406;RS;432350;VISTA ALEGRE;2;
202401;RS;432183;TRÊS FORQUILHAS;4;
202401;RS;432330;VILA FLORES;2;
202404;RS;430030;ALECRIM;2;
202404;RS;431171;MAÇAMBARÁ;1;
202404;RS;431555;RIO DOS ÍNDIOS;2;
202401;RS;431053;ITAARA;1;
202406;RS;432225;TUPANDI;1;
202403;RS;430090;ARATIBA;4;
202411;RS;432370;VISTA GAÚCHA;1;
202411;RS;430692;ENGENHO VELHO;1;
202411;RS;431237;MONTE ALEGRE DOS CAMPOS;1;
202412;RS;431845;SÃO JOSÉ DAS MISSÕES;2;
202409;RS;431673;SANTA CECÍLIA DO SUL;1;
202403;RS;432285;VESPASIANO CORREA;1;
202401;RS;431407;PASSO DO SOBRADO;1;
202403;RS;430400;CAMPO NOVO;2;
202405;RS;431262;MULITERNO;1;
202405;RS;430597;COXILHA;2;
202407;RS;432232;TURUÇU;1;
202408;RS;431210;MATA;3;
202411;RS;431971;SÃO VALENTIM DO SUL;3;
202407;RS;430490;CASCA;1;
202405;RS;432065;SILVEIRA MARTINS;1;
202406;RS;432290;VIADUTOS;1;
202407;RS;430215;BOA VISTA DAS MISSÕES;1;
202411;RS;430965;HULHA NEGRA;1;
202411;RS;430805;FAXINALZINHO;2;
202411;RS;431507;PORTO VERA CRUZ;1;
202412;RS;431205;MARQUES DE SOUZA;1;
202404;RS;431477;PONTÃO;3;
202403;RS;431513;POUSO NOVO;1;
202404;RS;431413;PAULO BENTO;1;
202403;RS;431515;PROGRESSO;1;
202405;RS;430655;DOM PEDRO DE ALCÂNTARA;1;
202405;RS;432085;TABAÍ;1;
202412;RS;431043;IPÊ;1;
202411;RS;430915;GRAMADO XAVIER;2;
202405;RS;430885;GENTIL;1;
202405;RS;431230;MIRAGUAÍ;1;
202401;RS;430107;ARROIO DO PADRE;2;
202401;RS;431087;JACUIZINHO;1;
202401;RS;430087;ARARICÁ;4;
202404;RS;430597;COXILHA;2;
202404;RS;430593;CORONEL PILAR;1;
202412;RS;431455;PIRAPÓ;1;
202405;RS;430745;ESPERANÇA DO SUL;1;
202401;RS;431262;MULITERNO;1;
202403;RS;431057;ITAPUCA;1;
202409;RS;431235;MONTAURI;1;
202408;RS;430330;CAIBATÉ;1;
202407;RS;432026;SEGREDO;1;
202403;RS;431238;MONTE BELO DO SUL;1;
202404;RS;431975;SÃO VENDELINO;1;
202401;RS;431620;RONDINHA;1;
202401;RS;432335;VILA LÂNGARO;1;
202402;RS;431242;MORMAÇO;1;
202402;RS;430675;DOUTOR RICARDO;1;
202403;RS;430467;CAPIVARI DO SUL;1;
202405;RS;431595;ROLADOR;1;
202406;RS;431545;RELVADO;1;
202406;RS;432210;TUCUNDUVA;1;
202403;RS;430355;CAMARGO;1;
202406;RS;431390;PANAMBI;42;
202410;RS;430310;CACHOEIRINHA;151;
202410;RS;431140;LAJEADO;134;
202410;RS;432026;SEGREDO;4;
202410;RS;431810;SÃO FRANCISCO DE ASSIS;11;
202410;RS;431645;SALTO DO JACUÍ;11;
202406;RS;431490;PORTO ALEGRE;781;
202410;RS;431780;SANTO AUGUSTO;10;
202410;RS;431020;IJUÍ;78;
202410;RS;430450;CANGUÇU;45;
202410;RS;431046;IPIRANGA DO SUL;2;
202407;RS;430230;BOM JESUS;17;
202410;RS;431900;SÃO MARCOS;13;
202410;RS;431690;SANTA MARIA;284;
202410;RS;430850;FREDERICO WESTPHALEN;35;
202410;RS;430260;BRAGA;6;
202410;RS;431120;JÚLIO DE CASTILHOS;31;
202410;RS;432195;TRINDADE DO SUL;6;
202408;RS;431440;PELOTAS;157;
202408;RS;431830;SÃO GABRIEL;33;
202405;RS;430270;BUTIÁ;17;
202408;RS;431337;NOVA SANTA RITA;22;
202408;RS;430440;CANELA;34;
202408;RS;431380;PALMITINHO;6;
202408;RS;430770;ESTEIO;42;
202408;RS;431010;IGREJINHA;23;
202408;RS;431843;SÃO JOÃO DO POLÊSINE;1;
202408;RS;432140;TENENTE PORTELA;9;
202405;RS;431640;ROSÁRIO DO SUL;22;
202404;RS;430510;CAXIAS DO SUL;237;
202408;RS;432020;SEBERI;10;
202408;RS;431390;PANAMBI;30;
202401;RS;430057;ALTO FELIZ;5;
202401;RS;430463;CAPÃO DA CANOA;74;
202401;RS;431870;SÃO LEOPOLDO;154;
202401;RS;431410;PASSO FUNDO;166;
202401;RS;430080;ANTÔNIO PRADO;8;
202401;RS;431060;ITAQUI;20;
202401;RS;431842;SÃO JOÃO DA URTIGA;5;
202401;RS;431070;ITATIBA DO SUL;1;
202401;RS;431690;SANTA MARIA;110;
202401;RS;431340;NOVO HAMBURGO;168;
202401;RS;430120;ARROIO DO TIGRE;23;
202401;RS;432300;VIAMÃO;156;
202401;RS;432270;VERA CRUZ;14;
202401;RS;431230;MIRAGUAÍ;4;
202401;RS;431270;NONOAI;17;
202401;RS;432090;TAPEJARA;28;
202401;RS;430544;CHUVISCA;4;
202401;RS;431760;SANTO ANTÔNIO DA PATRULHA;38;
202402;RS;431800;SÃO BORJA;49;
202402;RS;431235;MONTAURI;4;
202402;RS;430140;ARVOREZINHA;9;
202402;RS;430980;IBIAÇÁ;3;
202402;RS;430960;HORIZONTINA;4;
202402;RS;430710;HERVAL;15;
202402;RS;432250;VACARIA;63;
202402;RS;431337;NOVA SANTA RITA;21;
202402;RS;430450;CANGUÇU;26;
202402;RS;431400;PARAÍ;6;
202402;RS;431370;PALMEIRA DAS MISSÕES;26;
202402;RS;430580;CONSTANTINA;9;
202402;RS;430540;CHIAPETTA;3;
202402;RS;431240;MONTENEGRO;44;
202402;RS;432166;TRÊS CACHOEIRAS;4;
202402;RS;432147;TIRADENTES DO SUL;1;
202402;RS;431442;PICADA CAFÉ;3;
202401;RS;430635;DEZESSEIS DE NOVEMBRO;2;
202401;RS;430490;CASCA;6;
202401;RS;430820;FLORES DA CUNHA;18;
202401;RS;430500;CATUÍPE;10;
202401;RS;430970;HUMAITÁ;5;
202401;RS;431115;JÓIA;7;
202401;RS;430580;CONSTANTINA;6;
202401;RS;430410;CAMPOS BORGES;1;
202401;RS;432032;SENADOR SALGADO FILHO;6;
202402;RS;431970;SÃO VALENTIM;4;
202402;RS;430770;ESTEIO;39;
202402;RS;430030;ALECRIM;2;
202402;RS;430223;BOA VISTA DO INCRA;1;
202402;RS;431510;PORTO XAVIER;8;
202402;RS;430655;DOM PEDRO DE ALCÂNTARA;1;
202402;RS;431043;IPÊ;1;
202402;RS;430003;ACEGUÁ;3;
202402;RS;430800;FAXINAL DO SOTURNO;9;
202402;RS;430187;BARRA DO QUARAÍ;2;
202402;RS;430220;BOA VISTA DO BURICÁ;9;
202405;RS;431020;IJUÍ;55;
202405;RS;430580;CONSTANTINA;5;
202408;RS;432166;TRÊS CACHOEIRAS;7;
202408;RS;430517;CERRO GRANDE DO SUL;9;
202408;RS;430676;ELDORADO DO SUL;23;
202408;RS;430695;ENTRE RIOS DO SUL;3;
202408;RS;430190;BARRA DO RIBEIRO;14;
202404;RS;432090;TAPEJARA;19;
202408;RS;431112;JAQUIRANA;4;
202408;RS;430030;ALECRIM;4;
202408;RS;431610;RONDA ALTA;7;
202408;RS;430960;HORIZONTINA;11;
202407;RS;431405;PAROBÉ;49;
202403;RS;432240;URUGUAIANA;77;
202407;RS;430210;BENTO GONÇALVES;59;
202407;RS;431340;NOVO HAMBURGO;168;
202407;RS;430960;HORIZONTINA;7;
202407;RS;430770;ESTEIO;48;
202403;RS;430460;CANOAS;193;
202405;RS;430920;GRAVATAÍ;143;
202407;RS;430680;ENCANTADO;12;
202407;RS;430469;CAPITÃO;7;
202407;RS;430930;GUAÍBA;57;
202407;RS;431420;PEDRO OSÓRIO;4;
202405;RS;431990;SAPIRANGA;83;
202407;RS;430280;CAÇAPAVA DO SUL;16;
202407;RS;431330;NOVA PRATA;10;
202407;RS;431790;SANTO CRISTO;13;
202407;RS;430600;CRISSIUMAL;9;
202407;RS;431880;SÃO LOURENÇO DO SUL;18;
202407;RS;430170;BARÃO DE COTEGIPE;6;
202407;RS;431245;MORRO REDONDO;1;
202403;RS;430610;CRUZ ALTA;63;
202407;RS;430370;CAMPINA DAS MISSÕES;5;
202407;RS;430655;DOM PEDRO DE ALCÂNTARA;5;
202404;RS;430915;GRAMADO XAVIER;1;
202407;RS;430480;CARLOS BARBOSA;13;
202407;RS;431640;ROSÁRIO DO SUL;29;
202407;RS;431900;SÃO MARCOS;12;
202401;RS;431980;SÃO VICENTE DO SUL;9;
202405;RS;431340;NOVO HAMBURGO;82;
202409;RS;432300;VIAMÃO;108;
202409;RS;430060;ALVORADA;128;
202409;RS;431640;ROSÁRIO DO SUL;16;
202409;RS;430420;CANDELÁRIA;14;
202409;RS;430770;ESTEIO;43;
202409;RS;430510;CAXIAS DO SUL;173;
202409;RS;430320;CACIQUE DOBLE;7;
202412;RS;430865;GARRUCHOS;3;
202409;RS;430930;GUAÍBA;47;
202409;RS;430680;ENCANTADO;8;
202405;RS;431120;JÚLIO DE CASTILHOS;18;
202409;RS;430760;ESTÂNCIA VELHA;45;
202409;RS;430192;BARRA DO RIO AZUL;1;
202409;RS;432147;TIRADENTES DO SUL;7;
202409;RS;431642;SAGRADA FAMÍLIA;2;
202409;RS;431760;SANTO ANTÔNIO DA PATRULHA;21;
202409;RS;430175;BARÃO DO TRIUNFO;10;
202412;RS;431915;SÃO MIGUEL DAS MISSÕES;6;
202412;RS;431320;NOVA PETRÓPOLIS;13;
202412;RS;430660;DOM PEDRITO;13;
202412;RS;430930;GUAÍBA;94;
202412;RS;430860;GARIBALDI;15;
202412;RS;432270;VERA CRUZ;21;
202412;RS;431440;PELOTAS;135;
202412;RS;431710;SANT'ANA DO LIVRAMENTO;39;
202412;RS;430760;ESTÂNCIA VELHA;35;
202412;RS;430310;CACHOEIRINHA;72;
202412;RS;432253;VALE DO SOL;5;
202412;RS;432380;XANGRI-LÁ;24;
202411;RS;432380;XANGRI-LÁ;12;
202412;RS;431862;SÃO JOSÉ DOS AUSENTES;4;
202411;RS;431560;RIO GRANDE;135;
202412;RS;431162;LINDOLFO COLLOR;3;
202412;RS;430100;ARROIO DO MEIO;13;
202412;RS;432160;TRAMANDAÍ;18;
202405;RS;430040;ALEGRETE;37;
202405;RS;431750;SANTO ÂNGELO;42;
202405;RS;431100;JAGUARÃO;17;
202405;RS;431740;SANTIAGO;34;
202405;RS;432195;TRINDADE DO SUL;9;
202405;RS;431162;LINDOLFO COLLOR;7;
202405;RS;431410;PASSO FUNDO;138;
202405;RS;432250;VACARIA;49;
202405;RS;431915;SÃO MIGUEL DAS MISSÕES;4;
202405;RS;431720;SANTA ROSA;46;
202405;RS;430675;DOUTOR RICARDO;1;
202404;RS;430700;ERECHIM;61;
202404;RS;430040;ALEGRETE;44;
202404;RS;432215;TUNAS;3;
202404;RS;430045;ALEGRIA;4;
202404;RS;431337;NOVA SANTA RITA;22;
202404;RS;431820;SÃO FRANCISCO DE PAULA;8;
202404;RS;430240;BOM RETIRO DO SUL;5;
202404;RS;432040;SERAFINA CORRÊA;10;
202404;RS;431320;NOVA PETRÓPOLIS;12;
202410;RS;431760;SANTO ANTÔNIO DA PATRULHA;53;
202410;RS;431570;RIO PARDO;51;
202411;RS;430280;CAÇAPAVA DO SUL;7;
202411;RS;430300;CACHOEIRA DO SUL;58;
202411;RS;431480;PORTÃO;31;
202410;RS;431337;NOVA SANTA RITA;48;
202410;RS;432070;SOBRADINHO;31;
202410;RS;431405;PAROBÉ;65;
202411;RS;431490;PORTO ALEGRE;782;
202411;RS;430790;FARROUPILHA;36;
202411;RS;430040;ALEGRETE;50;
202412;RS;432020;SEBERI;11;
202411;RS;432145;TEUTÔNIA;32;
202412;RS;431820;SÃO FRANCISCO DE PAULA;3;
202411;RS;431390;PANAMBI;33;
202411;RS;431100;JAGUARÃO;25;
202406;RS;431760;SANTO ANTÔNIO DA PATRULHA;34;
202410;RS;432067;SINIMBU;6;
202410;RS;431920;SÃO NICOLAU;6;
202406;RS;430510;CAXIAS DO SUL;370;
202410;RS;431306;NOVA HARTZ;24;
202410;RS;431360;PAIM FILHO;2;
202410;RS;430558;COLINAS;1;
202410;RS;430830;FONTOURA XAVIER;9;
202412;RS;431370;PALMEIRA DAS MISSÕES;28;
202410;RS;430655;DOM PEDRO DE ALCÂNTARA;3;
202410;RS;430140;ARVOREZINHA;10;
202406;RS;431560;RIO GRANDE;167;
202407;RS;431550;RESTINGA SECA;5;
202407;RS;431455;PIRAPÓ;4;
202407;RS;430050;ALPESTRE;3;
202408;RS;430005;ÁGUA SANTA;1;
202408;RS;430583;COQUEIRO BAIXO;2;
202408;RS;432377;WESTFALIA;2;
202408;RS;430640;DOIS IRMÃOS;10;
202408;RS;430637;DILERMANDO DE AGUIAR;1;
202408;RS;430270;BUTIÁ;12;
202408;RS;431449;PINHEIRINHO DO VALE;7;
202408;RS;430063;AMARAL FERRADOR;2;
202404;RS;431750;SANTO ÂNGELO;52;
202404;RS;430190;BARRA DO RIBEIRO;7;
202404;RS;430930;GUAÍBA;61;
202404;RS;431213;MATO CASTELHANO;5;
202404;RS;431210;MATA;3;
202404;RS;430490;CASCA;2;
202404;RS;432320;VICTOR GRAEFF;3;
202404;RS;430544;CHUVISCA;4;
202401;RS;430320;CACIQUE DOBLE;3;
202401;RS;431910;SÃO MARTINHO;5;
202401;RS;431454;PINTO BANDEIRA;2;
202401;RS;431920;SÃO NICOLAU;3;
202401;RS;430790;FARROUPILHA;44;
202404;RS;431164;LINHA NOVA;1;
202404;RS;431450;PINHEIRO MACHADO;14;
202404;RS;431600;ROLANTE;16;
202404;RS;431380;PALMITINHO;9;
202404;RS;431810;SÃO FRANCISCO DE ASSIS;10;
202404;RS;431280;NOVA ARAÇÁ;4;
202401;RS;430640;DOIS IRMÃOS;21;
202401;RS;431700;SANTANA DA BOA VISTA;4;
202401;RS;432225;TUPANDI;4;
202403;RS;431750;SANTO ÂNGELO;48;
202403;RS;431890;SÃO LUIZ GONZAGA;28;
202403;RS;430290;CACEQUI;12;
202403;RS;431870;SÃO LEOPOLDO;101;
202403;RS;430630;DAVID CANABARRO;2;
202403;RS;431410;PASSO FUNDO;138;
202403;RS;430760;ESTÂNCIA VELHA;27;
202403;RS;430660;DOM PEDRITO;23;
202403;RS;431330;NOVA PRATA;11;
202403;RS;430517;CERRO GRANDE DO SUL;5;
202403;RS;430210;BENTO GONÇALVES;69;
202403;RS;431450;PINHEIRO MACHADO;11;
202403;RS;431843;SÃO JOÃO DO POLÊSINE;1;
202403;RS;430905;GLORINHA;2;
202403;RS;430695;ENTRE RIOS DO SUL;2;
202403;RS;430100;ARROIO DO MEIO;17;
202403;RS;431171;MAÇAMBARÁ;4;
202408;RS;430970;HUMAITÁ;1;
202408;RS;432375;VITÓRIA DAS MISSÕES;2;
202408;RS;430265;BROCHIER;9;
202408;RS;430544;CHUVISCA;6;
202408;RS;430512;CERRITO;1;
202404;RS;431075;IVORÁ;1;
202408;RS;430807;FAZENDA VILANOVA;4;
202408;RS;431630;ROQUE GONZALES;2;
202408;RS;431860;SÃO JOSÉ DO OURO;5;
202403;RS;432195;TRINDADE DO SUL;10;
202407;RS;431580;ROCA SALES;8;
202407;RS;431844;SÃO JORGE;2;
202407;RS;432100;TAPERA;5;
202408;RS;432218;TUPANCI DO SUL;2;
202407;RS;432067;SINIMBU;3;
202407;RS;431935;SÃO PEDRO DA SERRA;5;
202410;RS;430544;CHUVISCA;2;
202410;RS;431205;MARQUES DE SOUZA;1;
202410;RS;431349;NOVO BARREIRO;3;
202410;RS;430090;ARATIBA;4;
202410;RS;430240;BOM RETIRO DO SUL;8;
202409;RS;432270;VERA CRUZ;23;
202403;RS;432280;VERANÓPOLIS;9;
202403;RS;430240;BOM RETIRO DO SUL;12;
202403;RS;431480;PORTÃO;23;
202403;RS;432035;SENTINELA DO SUL;3;
202403;RS;431950;SÃO SEBASTIÃO DO CAÍ;18;
202403;RS;431530;QUARAÍ;11;
202403;RS;430085;ARAMBARÉ;6;
202403;RS;431980;SÃO VICENTE DO SUL;5;
202403;RS;430520;CERRO LARGO;10;
202401;RS;430690;ENCRUZILHADA DO SUL;14;
202401;RS;430105;ARROIO DO SAL;15;
202401;RS;430165;BARÃO;4;
202401;RS;430830;FONTOURA XAVIER;9;
202403;RS;431100;JAGUARÃO;17;
202403;RS;431365;PALMARES DO SUL;12;
202403;RS;431115;JÓIA;5;
202403;RS;431110;JAGUARI;6;
202412;RS;430175;BARÃO DO TRIUNFO;3;
202402;RS;431244;MORRINHOS DO SUL;2;
202412;RS;432225;TUPANDI;7;
202411;RS;431080;IVOTI;13;
202406;RS;430047;ALMIRANTE TAMANDARÉ DO SUL;3;
202406;RS;431179;MARATÁ;1;
202406;RS;431880;SÃO LOURENÇO DO SUL;28;
202406;RS;431350;OSÓRIO;54;
202406;RS;430280;CAÇAPAVA DO SUL;15;
202406;RS;432237;UNISTALDA;2;
202406;RS;432218;TUPANCI DO SUL;1;
202406;RS;431740;SANTIAGO;27;
202406;RS;430360;CAMBARÁ DO SUL;7;
202406;RS;431449;PINHEIRINHO DO VALE;5;
202406;RS;431510;PORTO XAVIER;5;
202406;RS;431850;SÃO JOSÉ DO NORTE;21;
202406;RS;430080;ANTÔNIO PRADO;4;
202406;RS;430468;CAPELA DE SANTANA;10;
202406;RS;430070;ANTA GORDA;2;
202406;RS;432130;TAQUARI;24;
202406;RS;431220;MAXIMILIANO DE ALMEIDA;4;
202406;RS;431795;SANTO EXPEDITO DO SUL;1;
202406;RS;430585;COQUEIROS DO SUL;4;
202406;RS;430610;CRUZ ALTA;50;
202406;RS;430905;GLORINHA;9;
202405;RS;430930;GUAÍBA;52;
202405;RS;431550;RESTINGA SECA;8;
202405;RS;431053;ITAARA;5;
202407;RS;431360;PAIM FILHO;2;
202407;RS;431915;SÃO MIGUEL DAS MISSÕES;2;
202409;RS;430280;CAÇAPAVA DO SUL;6;
202407;RS;430915;GRAMADO XAVIER;1;
202407;RS;431090;JACUTINGA;1;
202407;RS;431400;PARAÍ;1;
202410;RS;430783;EUGÊNIO DE CASTRO;3;
202410;RS;430462;CAPÃO BONITO DO SUL;2;
202409;RS;430900;GIRUÁ;16;
202409;RS;430490;CASCA;9;
202409;RS;430360;CAMBARÁ DO SUL;4;
202409;RS;430355;CAMARGO;3;
202409;RS;430940;GUAPORÉ;7;
202409;RS;431937;SÃO PEDRO DO BUTIÁ;3;
202405;RS;430905;GLORINHA;5;
202409;RS;432120;TAQUARA;25;
202409;RS;430540;CHIAPETTA;5;
202409;RS;431407;PASSO DO SOBRADO;4;
202409;RS;430970;HUMAITÁ;3;
202409;RS;431205;MARQUES DE SOUZA;6;
202408;RS;431179;MARATÁ;1;
202409;RS;432030;SELBACH;3;
202409;RS;430410;CAMPOS BORGES;2;
202410;RS;431555;RIO DOS ÍNDIOS;2;
202406;RS;430880;GENERAL CÂMARA;7;
202407;RS;431620;RONDINHA;2;
202404;RS;432340;VILA MARIA;1;
202404;RS;431198;MARIANA PIMENTEL;3;
202405;RS;431600;ROLANTE;17;
202403;RS;432050;SERTÃO;4;
202403;RS;432067;SINIMBU;3;
202403;RS;430063;AMARAL FERRADOR;3;
202404;RS;431085;JABOTICABA;4;
202404;RS;430912;GRAMADO DOS LOUREIROS;4;
202403;RS;430786;FAGUNDES VARELA;4;
202403;RS;430692;ENGENHO VELHO;4;
202405;RS;432020;SEBERI;11;
202405;RS;430965;HULHA NEGRA;5;
202405;RS;431660;SANANDUVA;10;
202401;RS;431040;INDEPENDÊNCIA;3;
202401;RS;430807;FAZENDA VILANOVA;7;
202401;RS;430558;COLINAS;2;
202411;RS;431675;SANTA CLARA DO SUL;6;
202411;RS;430975;IBARAMA;5;
202411;RS;430290;CACEQUI;8;
202411;RS;430230;BOM JESUS;9;
202411;RS;430545;CIDREIRA;8;
202411;RS;431590;RODEIO BONITO;9;
202411;RS;431110;JAGUARI;9;
202409;RS;431861;SÃO JOSÉ DO SUL;2;
202409;RS;430070;ANTA GORDA;5;
202406;RS;432100;TAPERA;15;
202409;RS;430786;FAGUNDES VARELA;1;
202405;RS;430650;DOM FELICIANO;16;
202408;RS;430632;DERRUBADAS;2;
202408;RS;431407;PASSO DO SOBRADO;3;
202408;RS;431213;MATO CASTELHANO;4;
202408;RS;431295;NOVA BOA VISTA;3;
202406;RS;432253;VALE DO SOL;5;
202406;RS;432035;SENTINELA DO SUL;6;
202406;RS;431090;JACUTINGA;1;
202406;RS;431245;MORRO REDONDO;8;
202406;RS;432140;TENENTE PORTELA;8;
202406;RS;431520;PUTINGA;2;
202406;RS;432195;TRINDADE DO SUL;14;
202402;RS;430435;CANDIOTA;6;
202402;RS;430545;CIDREIRA;6;
202402;RS;431460;PIRATINI;11;
202402;RS;430360;CAMBARÁ DO SUL;6;
202402;RS;430420;CANDELÁRIA;21;
202406;RS;431590;RODEIO BONITO;9;
202406;RS;432147;TIRADENTES DO SUL;4;
202406;RS;431177;MAQUINÉ;7;
202406;RS;430105;ARROIO DO SAL;11;
202406;RS;430490;CASCA;4;
202406;RS;430805;FAXINALZINHO;4;
202406;RS;431070;ITATIBA DO SUL;1;
202409;RS;431675;SANTA CLARA DO SUL;5;
202409;RS;431339;NOVO CABRAIS;2;
202409;RS;430845;FORTALEZA DOS VALOS;4;
202401;RS;430180;BARRACÃO;7;
202401;RS;431205;MARQUES DE SOUZA;5;
202401;RS;430187;BARRA DO QUARAÍ;3;
202406;RS;430005;ÁGUA SANTA;3;
202406;RS;431844;SÃO JORGE;3;
202406;RS;431190;MARCELINO RAMOS;6;
202406;RS;431270;NONOAI;14;
202401;RS;431535;QUINZE DE NOVEMBRO;1;
202409;RS;430590;CORONEL BICACO;4;
202404;RS;431514;PRESIDENTE LUCENA;4;
202404;RS;430469;CAPITÃO;2;
202404;RS;431342;NOVO MACHADO;2;
202404;RS;432135;TAVARES;2;
202402;RS;431070;ITATIBA DO SUL;1;
202402;RS;431550;RESTINGA SECA;9;
202402;RS;431610;RONDA ALTA;4;
202402;RS;431190;MARCELINO RAMOS;2;
202402;RS;431260;MUÇUM;3;
202404;RS;431215;MATO LEITÃO;4;
202403;RS;432170;TRÊS COROAS;14;
202405;RS;430750;ESPUMOSO;4;
202405;RS;432110;TAPES;10;
202405;RS;430720;ERVAL GRANDE;6;
202401;RS;430520;CERRO LARGO;11;
202405;RS;430175;BARÃO DO TRIUNFO;5;
202401;RS;431041;INHACORÁ;3;
202404;RS;431650;SALVADOR DO SUL;7;
